gene_symbol,baseMean,log2FoldChange,padj
gene_2137,2.91210816520833,1.54049392598045,0.0312054453650218
gene_2138,1.7918418343479,2.22014675415766,0.0312186055975586
gene_2139,8.53455805998456,0.963012701817163,0.0312186055975586
gene_2140,6.00595748904596,0.917655912945159,0.0313219317274335
gene_2141,3.81259710504483,1.06702821012704,0.031442647066284
gene_2142,1.77583583858832,-2.54310865602279,0.0314861972109724
gene_2143,3.61744510844233,-1.79633465042693,0.0314861972109724
gene_2144,-1.79201254483723,3.0439562630996,0.0314861972109724
gene_2145,9.57548510816528,1.14498398632568,0.0314861972109724
gene_2146,-3.20720304995096,-3.44344254917059,0.0315963606408979
gene_2147,7.00580508688877,1.24391443429664,0.0316540076194256
gene_2148,2.50863799381648,-1.33450173474535,0.031697176430505
gene_2149,3.68302478061461,1.62622618746471,0.0317074985558017
gene_2150,-0.640475105302798,-2.52652764445798,0.0317473432002503
gene_2151,2.39638510363076,1.95676522658537,0.0317702075166356
gene_2152,3.63592272200133,-1.4128438630537,0.0318934420975534
gene_2153,2.94054381018552,-1.31745270235069,0.0319158692207251
gene_2154,5.75465380086678,0.858848655687544,0.0319832774262604
gene_2155,-2.062068270271,3.80815065421714,0.0320800465020515
gene_2156,9.65117974254002,0.897630464168845,0.032254183113663
gene_2157,2.31229992640744,2.745112505698,0.0322652307557793
gene_2158,4.32316591729686,-0.970958317064625,0.0323376584648962
gene_2159,1.12384963587972,-1.14026635649834,0.0323749677384713
gene_2160,7.54438955090833,-1.61086060890574,0.0324163642551811
gene_2161,6.19053783948651,0.977692951079674,0.0324163642551811
gene_2162,-1.32497519689761,-2.57757383184212,0.0324163642551811
gene_2163,3.37425151821413,-1.34263078813499,0.0324360345817979
gene_2164,-1.43724332596814,-1.82402576219033,0.0324456294948149
gene_2165,6.11072848622228,0.88793481759348,0.0324456294948149
gene_2166,6.07038938563872,2.0821534296795,0.0324661080158206
gene_2167,3.68458465430372,-1.30566686889557,0.0324771054888792
gene_2168,2.6261461838101,-1.40377396309801,0.0324979543059425
gene_2169,3.6959781215586,-1.21127290247477,0.0325403113449952
gene_2170,1.58473208875457,-1.51155363928628,0.0326284679948782
gene_2171,4.88934895271603,0.984545550942975,0.0328695173746804
gene_2172,6.1376953550694,1.25076189043378,0.032876925533704
gene_2173,3.31338818637301,-1.2492677598073,0.032876925533704
gene_2174,7.78358104036998,-1.45881136481365,0.0329315391468363
gene_2175,0.694609950161905,-1.82430037622796,0.0330154325281934
gene_2176,7.86485987625422,0.923244267362147,0.0330180318167583
gene_2177,5.22612366699588,1.63805127581212,0.0330382267745064
gene_2178,-2.31719363873897,-3.01839471219599,0.0330438299391885
gene_2179,-0.97272578354035,-1.74880716211948,0.0330438299391885
gene_2180,6.92998899016886,0.876622912173834,0.0330662525006034
gene_2181,2.78149561613387,1.15710232158305,0.0330662525006034
gene_2182,7.4082042761746,0.900170907804167,0.0330662525006034
gene_2183,4.69392897666674,0.983959335685928,0.0331473543162246
gene_2184,-0.130900453898593,2.28695685659388,0.0331473543162246
gene_2185,0.60845339222561,-1.51392895635695,0.0331473543162246
gene_2186,3.79301157555115,1.74900286882418,0.0331567170612103
gene_2187,2.35161739183639,1.21830120635899,0.0331676590610891
gene_2188,-0.800001151995183,2.51695683628746,0.0332071968070713
gene_2189,4.01286501599251,-0.958685226256939,0.0332071968070713
gene_2190,7.07057647804961,-1.01794096597598,0.0333368107465538
gene_2191,4.99509372296309,2.21354365755965,0.0339157059997341
gene_2192,5.50978232357415,1.46147882711666,0.0339157059997341
gene_2193,2.48900110550467,-1.94954675687986,0.0339157059997341
gene_2194,6.98567140283439,1.21993251772838,0.0339829932022218
gene_2195,1.76442709680146,1.96336732736457,0.0339920013846164
gene_2196,3.9532260673711,1.80947345196114,0.0340968175423473
gene_2197,5.1505631330296,0.98632530889668,0.0341457710670743
gene_2198,-2.05231792655193,3.0661941162495,0.0341457710670743
gene_2199,3.32869106920655,2.47917525000325,0.034162644254811
gene_2200,7.06762071879949,-0.876244759362751,0.0342132952153075
gene_2201,2.00048903008468,1.37973936698046,0.0342162060272837
gene_2202,3.71035968363973,-1.27003029634318,0.034231705291916
gene_2203,0.616479885947832,2.2358034847591,0.0342359411629001
gene_2204,6.31926501085429,0.867094698205069,0.0344162840690252
gene_2205,4.20199478616676,1.60254760657897,0.0344162840690252
gene_2206,1.07281585914479,3.14406893770742,0.0344449339221807
gene_2207,2.66531064706272,4.56884931581472,0.0345399679074379
gene_2208,4.09049504082153,1.37917339474282,0.0345418449780956
gene_2209,-0.570518343008677,-2.49184625103539,0.0346208665087941
gene_2210,3.68706861086209,-1.33967065351822,0.0346681416877746
gene_2211,4.43520231213727,-0.990676756486549,0.0347133605606847
gene_2212,3.04660233842649,1.3082352152332,0.0348885615160289
gene_2213,5.59238666252422,-0.939471738032489,0.0348923677432552
gene_2214,3.32232919247945,1.77628513924046,0.0348923677432552
gene_2215,3.94282157159025,-0.964936557716158,0.0348923677432552
gene_2216,5.92860719011287,-0.903886473860231,0.0349268920555966
gene_2217,0.358806770386535,3.0329548057724,0.0349609866304901
gene_2218,3.48661697689185,-1.12710252527127,0.0349919178197425
gene_2219,4.05118276443813,2.33073212269397,0.0351005708043845
gene_2220,4.92954041456009,1.18194788553311,0.0352889452905247
gene_2221,0.747165092245356,-1.6337150226065,0.0355791686169094
gene_2222,-1.50762489693,-1.78536920537908,0.0356078218863692
gene_2223,0.801625167473406,2.97936000081629,0.0356078218863692
gene_2224,2.82638546574082,1.71102759679642,0.0357338218185778
gene_2225,7.34339785715584,0.900620190790771,0.035782079324068
gene_2226,-1.21963868339634,-1.51017194751816,0.035794206339859
gene_2227,7.41396611198457,0.897360933613681,0.0358011416483446
gene_2228,7.95956160077541,1.0323331529471,0.0358011416483446
gene_2229,-1.31449368964434,-4.02664183077575,0.0358911987221311
gene_2230,3.38924908527556,1.44755753771392,0.0359429850267283
gene_2231,1.4496545742136,-1.47254259041546,0.0360353493343588
gene_2232,5.26656360980662,-0.953168186818806,0.0360353493343588
gene_2233,5.60269529716984,0.913880088573308,0.03610201537581
gene_2234,-1.39651796478789,-3.44526762590725,0.0362320121930826
gene_2235,-0.0308462863671416,-1.77855269846604,0.0362594890937948
gene_2236,4.88137890039559,0.94871239442132,0.0362690429504338
gene_2237,3.85912828189313,-1.26013092647968,0.0363053779447255
gene_2238,5.66815812766072,-0.904361660629902,0.0363153829378028
gene_2239,5.12835155746079,-0.965621599825499,0.0363470468062997
gene_2240,-0.0618105117602706,1.53080836795339,0.0363819697374418
gene_2241,4.15330423825793,-0.90317995613912,0.0366249199808561
gene_2242,0.399680341118897,-1.34064098115051,0.0366249199808561
gene_2243,6.48547068543333,1.50824145102081,0.0366761040256277
gene_2244,2.74877727816919,1.80372738696657,0.036700983138161
gene_2245,4.12053466246076,1.14254635195473,0.0367399841651002
gene_2246,-1.30806791278933,2.39390910327061,0.0367399841651002
gene_2247,5.40890401119646,0.955753412939504,0.0367399841651002
gene_2248,8.6865730209167,1.24001611044781,0.0367399841651002
gene_2249,2.80825316677707,-1.31195537208806,0.0370636090862765
gene_2250,2.64613342321072,-1.22110263966794,0.0370655563680794
gene_2251,2.40632676309837,2.02354425209938,0.0371059636248374
gene_2252,4.64468135752562,1.10432522114275,0.0371192803156488
gene_2253,1.88494187918322,-1.3685548432574,0.0372063540170025
gene_2254,-4.15495768354759,-2.89118743580968,0.0372063540170025
gene_2255,6.37181762212262,0.913814767878673,0.0372354805049477
gene_2256,-1.08917806939111,-2.950277911371,0.0373048913071041
gene_2257,2.82100724305409,1.09135672561849,0.0374674272303937
gene_2258,-1.16176799946483,-2.96636618670977,0.0375365753454769
gene_2259,1.70422996681427,-1.96067857528385,0.0375365753454769
gene_2260,2.38118232998458,1.79235086268303,0.0376038223714101
gene_2261,0.851548417182104,1.71255073437633,0.0376319375701107
gene_2262,6.61983699966696,-0.944844056365809,0.0378345551481263
gene_2263,4.16452025661316,2.20440655397434,0.0378778199654304
gene_2264,4.57987122239396,-0.939681476154274,0.0378869763313848
gene_2265,6.95644767912754,0.845851569354253,0.0378869763313848
gene_2266,0.487929774820442,-1.65188470286299,0.0381201392177705
gene_2267,8.82474301034317,0.885431865034297,0.0381646455098315
gene_2268,0.107127258864658,2.12962377296519,0.0382281295562469
gene_2269,8.02516138325314,0.905374852116723,0.0382331839504523
gene_2270,1.95326490151903,-1.73836144459608,0.0382644337068371
gene_2271,5.05967942245545,0.980216378852249,0.0382820062033551
gene_2272,4.28662694220444,-0.976654564151192,0.038419006188517
gene_2273,5.90478129061732,0.885192337889289,0.0385548037520065
gene_2274,-1.17038674290651,3.26787414342661,0.0385793294786616
gene_2275,2.26543275304645,-3.03708450043695,0.0385825587683944
gene_2276,2.9863613590636,-1.71056463777535,0.0386919353205084
gene_2277,2.35850483861981,-1.17649535757819,0.0386947286043362
gene_2278,3.48580807896471,-1.057281402926,0.0388989617693694
gene_2279,-0.133913229337261,2.26579550265409,0.0390199948823515
gene_2280,0.746521032264721,-2.44469881877544,0.0390631915475843
gene_2281,1.26027883482658,1.59924767738937,0.0390828214960895
gene_2282,0.962515855561555,-2.84840233222809,0.0390828214960895
gene_2283,6.23771398521768,1.10781347754613,0.039114508741666
gene_2284,5.699817995994,1.13719225732708,0.03922684960678
gene_2285,5.72230848762339,1.67484834918549,0.0393271463457197
gene_2286,5.47672664042861,0.943939569501975,0.0393589584983393
gene_2287,0.501416635392522,-2.63307106703705,0.0393589584983393
gene_2288,2.34789174108373,-1.53914803882936,0.0393718396718084
gene_2289,2.98680901145903,-1.26703627563789,0.0393964048710406
gene_2290,6.16326530562616,0.910834077500807,0.039712350485983
gene_2291,1.09137410270563,1.79005462574889,0.0397185426737539
gene_2292,8.1214792729352,0.888342829653697,0.0397880071911029
gene_2293,3.07222825382608,-1.15841949798263,0.0397954682468411
gene_2294,1.02535311750727,1.59540424152621,0.0399040691702556
gene_2295,-3.02747973234943,-2.57128712457779,0.0399573800313835
gene_2296,-1.1806633004271,2.74403747468433,0.0399573800313835
gene_2297,2.07115015636451,1.70827042661956,0.0400854685988761
gene_2298,2.83279530329565,-1.15051508580593,0.0400932388788382
gene_2299,2.59349855790509,1.14750128125248,0.040126245381983
gene_2300,4.95252853284813,1.02194947077316,0.040126245381983
gene_2301,3.312522444691,1.33618736045469,0.0401691655711928
gene_2302,5.16175741190856,1.02896234406381,0.0402035063649203
gene_2303,3.54055727233893,-1.00888175812594,0.0403948998642042
gene_2304,3.09055951608324,1.44710538970412,0.0404664912100526
gene_2305,1.50435291689926,2.44945277913546,0.0405426602209932
gene_2306,5.38274763787581,2.06635144638252,0.0405426602209932
gene_2307,0.279009258209291,1.45991336123042,0.0405426602209932
gene_2308,1.39173621999257,1.14803494134875,0.0405507608876371
gene_2309,1.25736340272168,1.99002455921764,0.0406165442770651
gene_2310,6.70549332819173,1.0828598356284,0.0406284611767182
gene_2311,-2.30614078614442,-2.08392817725689,0.0411277977415941
gene_2312,4.59989593103941,-1.13684368503545,0.0411315749791179
gene_2313,5.74539573120753,-0.931754104904992,0.0411578404690504
gene_2314,0.134045151253014,2.53625072870766,0.041222912644516
gene_2315,2.3431923167841,2.13836445308894,0.0412273106132659
gene_2316,3.69849871295182,-1.62141408480276,0.0413718663188599
gene_2317,4.76396717877626,-0.851508364399829,0.0413884271354432
gene_2318,2.12588153100047,-1.02630095492898,0.0414054131652753
gene_2319,5.19196927969479,-0.875489169635121,0.0414408525353805
gene_2320,6.93736322431001,-0.835465765397445,0.0414459231529707
gene_2321,3.50843855115751,1.7927073636743,0.0415175291579165
gene_2322,5.17542744084192,1.85551899724098,0.0415175291579165
gene_2323,3.89697662471988,-1.04774170694359,0.0416904078507409
gene_2324,1.41077832413238,-2.16924349446908,0.0416982781027366
gene_2325,1.02325565085308,2.95811230537137,0.0419682580099541
gene_2326,1.9048230142657,-1.03199581047777,0.0422249994283195
gene_2327,4.34640405296748,1.21752157625622,0.042228337492654
gene_2328,4.2584733370272,-0.969590077768864,0.042228337492654
gene_2329,3.65758114984434,1.23785771386782,0.0424722035893472
gene_2330,4.08120193549726,-1.13091337670281,0.0424890186719911
gene_2331,4.72103392659391,-1.33176707500443,0.0428210543742373
gene_2332,6.13359067196823,0.911285928048673,0.0429398245068004
gene_2333,5.22152746515611,1.14502741375596,0.0429613983808018
gene_2334,7.0534371991488,1.24440088280024,0.0429729172948038
gene_2335,3.52466500386557,-1.37926556537528,0.0429861972978266
gene_2336,-1.09126187811451,-2.1848092363705,0.043046867598261
gene_2337,3.67208345754595,-0.907077451474357,0.0431027158282305
gene_2338,-0.57936452640257,2.9653358928256,0.0431027158282305
gene_2339,-0.608142644252448,2.34645667555097,0.043157979109496
gene_2340,4.79543013557128,-0.905992838129013,0.043157979109496
gene_2341,1.53799693917186,1.50699545880974,0.0432007786274404
gene_2342,6.4241455413129,1.00554512714762,0.0433295846232485
gene_2343,6.34539158208276,-0.854972167883416,0.0433295846232485
gene_2344,5.52235806512084,1.0270950617394,0.0433747202818063
gene_2345,3.79904480977579,-0.952974379966703,0.0434728934428121
gene_2346,0.775939717247961,1.85591977142095,0.0435433915668427
gene_2347,4.34140731885386,-1.02334008412932,0.0435433915668427
gene_2348,-0.879953400167295,2.90271672940742,0.0436437553957991
gene_2349,4.60919216519353,1.046050116083,0.0436626192348505
gene_2350,-1.47198368962435,2.92083696273222,0.0437087902345007
gene_2351,5.10419447403953,1.02133488265557,0.044215633580393
gene_2352,3.86599752738435,-0.919016193403457,0.0442773089666596
gene_2353,1.81805060525024,-1.74058685860032,0.0443234995067445
gene_2354,-2.04903349196228,-2.74371207381971,0.0443444043026216
gene_2355,-2.63764344836455,-2.97442912010063,0.0443512096588531
gene_2356,5.56348981260436,0.968350978946552,0.0444897843671781
gene_2357,3.61689979102547,-1.04021176881182,0.0444897843671781
gene_2358,1.20209196160933,-1.3317799614569,0.0445880974367594
gene_2359,-0.17599440636422,-1.48144880609887,0.0450242500275616
gene_2360,2.95806602088764,1.19359200541352,0.0450242500275616
gene_2361,2.92767100184355,-1.32975239654098,0.0452156102212496
gene_2362,4.31468781760325,0.998771674782868,0.04554399481428
gene_2363,4.20474514782446,0.971416937665519,0.0455735947512916
gene_2364,5.9431765586832,0.995000419040927,0.0459505541693431
gene_2365,5.76011939878076,0.903756597461008,0.0459505541693431
gene_2366,4.01173849514036,-0.874105701265446,0.0460568879983409
gene_2367,2.55886303813498,-1.08075162595666,0.046178752697775
gene_2368,3.57459135049115,-0.912518902228642,0.0461809055038836
gene_2369,1.70110687958061,-1.37011403314654,0.0462056773979772
gene_2370,-1.02167573486926,3.03414996772452,0.0462746568808089
gene_2371,3.67463321070666,-1.06182927876275,0.0463481500707245
gene_2372,5.94391158175348,-1.01916669727835,0.0463659107754648
gene_2373,3.88729355365732,-0.931100567487696,0.0464023074369288
gene_2374,6.25015331517541,0.998420081091761,0.046678733515044
gene_2375,6.70331467959746,-0.825577626126251,0.0466829543802941
gene_2376,6.26591032577982,1.70237641439874,0.0468239284021708
gene_2377,9.3682365716941,0.968585912962386,0.0468256773606821
gene_2378,-2.92802132801615,-1.86171978278621,0.0469513997368462
gene_2379,-1.2569433515091,-2.43597543362046,0.0471098735865489
gene_2380,5.5932660800049,0.897978560268866,0.0472544460354511
gene_2381,6.22352456183714,-0.911160680087398,0.0475933111744524
gene_2382,5.5690482447637,-1.02132697087344,0.0475933111744524
gene_2383,2.73153483093106,-1.21343590146013,0.0475933111744524
gene_2384,5.68348912661534,-0.826962696910278,0.0476116982925992
gene_2385,2.86863926771253,1.70894255567878,0.0476470263068028
gene_2386,0.946782547191361,-2.26661710245326,0.0476470263068028
gene_2387,1.97178029264719,-1.46813211297792,0.0481812414287827
gene_2388,2.06072891236435,1.38498819650152,0.0485700463190249
gene_2389,-1.74023362753116,-3.11741001204217,0.0485714103777336
gene_2390,2.62954493555073,1.99065910934526,0.0487801900115426
gene_2391,7.56515840964896,0.95362804328495,0.0491092522931546
gene_2392,4.18608740146133,1.36789038924773,0.0491467479651944
gene_2393,1.88848155529365,-1.36456016916716,0.0491467479651944
gene_2394,-2.73344145106145,-3.12205293314446,0.0492903121078866
gene_2395,-0.799379714874634,-2.6811242800639,0.0493664859139971
gene_2396,5.44928597629203,0.998190235560361,0.0493829155256213
gene_2397,2.9933628674471,-1.10356044544863,0.0494356642561118
gene_2398,1.5717011890097,-1.421994441729,0.0495286049799234
gene_2399,4.50775864739009,1.05838300262851,0.0497262361936755
gene_2400,4.51072480268595,1.22909934165166,0.04975775102977
gene_2401,3.88433923119528,-0.979443720602134,0.0497978555001388
gene_2402,-0.402340207899282,-2.4366944616077,0.0501803490910532
gene_2403,5.81550337052638,-0.894085659448867,0.0502082186960998
gene_2404,4.27765268610883,-1.14843975351502,0.0502082186960998
gene_2405,4.34082338265166,1.71264857749428,0.0502090927008579
gene_2406,7.28344565037081,-0.887279489317441,0.0502706559248365
gene_2407,9.07570008432469,0.862959170183272,0.0502732333912937
gene_2408,2.52748209454384,-1.49051306695797,0.0502918160144197
gene_2409,5.54686996981831,-0.928414764659597,0.0502923067138854
gene_2410,2.68347702611633,-1.27113199982355,0.0504047190928583
gene_2411,6.091264099888,2.63126157262156,0.0504653353652361
gene_2412,4.24358654670221,-1.28258019073215,0.0505960192387995
gene_2413,3.19162757961033,-1.10257554094844,0.0506083094079617
gene_2414,1.96914450523322,-1.72926185273396,0.0506267406467965
gene_2415,8.85286283056841,0.899509934823792,0.0507401727539156
gene_2416,-3.98042752867832,-5.76883302396899,0.051034728342171
gene_2417,6.85272646083753,-0.892807725377351,0.0512903621275558
gene_2418,4.7374162043928,-1.22054470075352,0.0513363528004768
gene_2419,3.07426069908095,-1.22692938486829,0.0514250256874024
gene_2420,4.54485359870929,-0.89614180763731,0.0514511077952398
gene_2421,7.0938628910147,0.844977822488334,0.0519945043263261
gene_2422,5.41741145498542,-0.929083569045355,0.0520478696076737
gene_2423,6.71184035499126,-1.76114646081741,0.0521716567037355
gene_2424,2.62378965163693,2.77662016382671,0.0521716567037355
gene_2425,4.13357040434626,-1.07176140763366,0.0521716567037355
gene_2426,-1.86610040336253,-2.79202259847891,0.0521886902124124
gene_2427,6.54006601847524,0.880882481698478,0.0522357720356343
gene_2428,3.02138893292758,-1.83440470165712,0.0522903798333849
gene_2429,5.68768169273637,0.906637080179538,0.0523934157484848
gene_2430,3.38570616233677,2.20170176686797,0.0524611124574828
gene_2431,4.94673778091629,0.99696481648111,0.0525677494064601
gene_2432,-1.78941359702111,2.61243037424166,0.0526041617714442
gene_2433,-0.747606071372813,-1.68571614308771,0.0526077335232884
gene_2434,7.58836132709329,1.07607193346446,0.0528147781348692
gene_2435,4.9036894075591,1.04630282349532,0.0528427198525883
gene_2436,0.912668587190266,-1.60529816596258,0.0528427198525883
gene_2437,2.27551010067514,-2.27521322686551,0.0530366086730051
gene_2438,5.88293404495474,-0.837947167392492,0.0530819188610315
gene_2439,-0.151002982333374,-2.48886536833598,0.0530841959989431
gene_2440,-1.21006919686035,-2.24061829407194,0.05309167641441
gene_2441,2.89643518807283,2.43921796865362,0.0531805174977596
gene_2442,2.49011093089344,-1.30208861221163,0.0532185735160841
gene_2443,9.33351059139838,0.951543316891243,0.0533985765042695
gene_2444,5.90078364483252,0.867664821891425,0.053450112515056
gene_2445,3.60098590141092,1.11946122604829,0.053450112515056
gene_2446,-1.59148325990043,-1.82914172138899,0.053450112515056
gene_2447,-1.47961549890977,2.85015289942324,0.0534552537342177
gene_2448,9.06296569958936,0.860416504207269,0.053594813235328
gene_2449,4.93574709527863,0.902294524042949,0.0536421140973046
gene_2450,3.91259154329533,-1.07431081716642,0.0536421140973046
gene_2451,5.71217637312738,0.934005077743329,0.0536421140973046
gene_2452,-1.39145092718564,2.97851327726209,0.0536421140973046
gene_2453,1.38838815211095,-1.61279539947533,0.0536421140973046
gene_2454,2.63337717332743,1.25241697756194,0.0536886663583093
gene_2455,4.55806978744347,-1.26150329966407,0.0536886663583093
gene_2456,0.904400222654374,2.14312964098923,0.0539282693949524
gene_2457,6.09191432778178,-1.02207614806764,0.053993737311852
gene_2458,0.405656529700223,-1.58243276271464,0.0540789711034563
gene_2459,3.97650758827457,-1.05715994866399,0.0540789711034563
gene_2460,4.25918915321103,1.14949578275783,0.05415044524111
gene_2461,2.18005580224924,-1.29586249679924,0.05415044524111
gene_2462,5.92923913794152,1.05077442728231,0.0542519988227984
gene_2463,6.8647911022832,-0.966089105482999,0.0546694432238324
gene_2464,6.5535143026155,0.881956867924274,0.0548322560422097
gene_2465,5.9725674154265,1.01341962996414,0.0551361046532928
gene_2466,5.51133897724404,0.994250936203534,0.0552285714633242
gene_2467,1.36610044794597,-1.86072222956671,0.0552285714633242
gene_2468,6.40876066983037,-0.823908484134535,0.055278465805941
gene_2469,5.64297030247719,-0.980097421981235,0.0553043782629393
gene_2470,3.85323860839644,1.07175899613195,0.0553323328082697
gene_2471,8.53200430809675,-0.825367376033542,0.05541617580839
gene_2472,9.16099998689013,-1.25946411536271,0.0554353210865564
gene_2473,5.65269842406698,1.07338855777502,0.0554453999664005
gene_2474,-2.09954170225508,2.91757295690262,0.0555085168247656
gene_2475,1.57568319899265,-1.30878601819463,0.0555085168247656
gene_2476,7.31477992514284,0.871991058542561,0.0558372700282988
gene_2477,1.08230180545979,3.66281978697992,0.0558372700282988
gene_2478,0.605579389034492,1.60972333617196,0.0559577703558843
gene_2479,-2.13220900643532,2.47160144015623,0.0560318627100809
gene_2480,4.9244991246555,-0.88687600435922,0.0560318627100809
gene_2481,4.86523626679173,1.19466084312043,0.0560830818200805
gene_2482,5.20233953410242,-1.67337414026836,0.0561233121255659
gene_2483,5.01465384816952,1.17993269036554,0.0561233121255659
gene_2484,5.3948833801969,1.79805723075893,0.0564089940635642
gene_2485,3.16803015530569,-0.972553317088711,0.056701418821933
gene_2486,6.13273084627,0.988884670250244,0.0567217620174851
gene_2487,-0.735328587094435,-2.31315055821188,0.0567217620174851
gene_2488,6.08886012012112,0.985184648180205,0.0570548462991794
gene_2489,8.51294549659818,1.46862959955295,0.0570558575471036
gene_2490,1.8527198697269,2.02126482733062,0.0576134704417532
gene_2491,3.86040511892598,-0.883535808525217,0.0577356182773932
gene_2492,2.0188423538591,-1.07288457372451,0.0577495762458386
gene_2493,3.57186789998069,1.56455656346124,0.0579401708072463
gene_2494,5.60282597138145,3.42664240197036,0.0580150165857768
gene_2495,2.06305002571288,2.18637857716864,0.0582745455857133
gene_2496,5.77105169530666,1.71868798970373,0.0583585950371771
gene_2497,-1.79437573732042,-3.46005632577351,0.0586108029170105
gene_2498,-2.86180819071669,2.74403747468433,0.0586108029170105
gene_2499,7.12369178100771,0.912679199619687,0.0586108029170105
gene_2500,2.1314017695715,-1.72992667010915,0.0586693538587911
gene_2501,3.63215946099607,-1.06671154878319,0.0586693538587911
gene_2502,1.39457466097084,1.7013513171796,0.058732073727239
gene_2503,4.24541805724734,-1.03364962933282,0.0588387069502907
gene_2504,6.39780481573105,0.912731734511523,0.0593043798270857
gene_2505,6.00235610661344,0.851503831021893,0.0593793860915384
gene_2506,0.388367747369952,-1.52434248943804,0.0594080099480672
gene_2507,1.72057635479946,-1.4146811326357,0.0596073543566315
gene_2508,5.0339054261135,-0.858054991967373,0.0596393763299411
gene_2509,0.578791981038101,4.11571950724028,0.0596393763299411
gene_2510,2.75370083286366,-1.25254377059975,0.0598292110771086
gene_2511,-1.61204609707463,-3.09558072132299,0.0598292110771086
gene_2512,3.91478775690565,1.31900522450982,0.0598292110771086
gene_2513,5.55710601613165,-0.879062715614599,0.0598914596460067
gene_2514,-1.46045395577105,2.17640012910545,0.0599762118486253
gene_2515,2.02269742384562,-1.07255410843638,0.0600977307072346
gene_2516,6.31850485338073,-0.909132761747943,0.06013480230125
gene_2517,2.45856388187091,-1.05915604722706,0.0603598366804474
gene_2518,5.62614476895962,1.49390242499405,0.0604146932530134
gene_2519,3.01143188811559,-1.17753468797309,0.0605568182682422
gene_2520,-2.03182729812253,3.00103094850183,0.0605568182682422
gene_2521,4.68495213385709,1.57602845924541,0.0605897533597684
gene_2522,1.22270847870999,1.92944183905378,0.0610002669046797
gene_2523,-0.087783977396004,-2.88316646737397,0.0610002669046797
gene_2524,4.96036155621816,-0.999270668397031,0.0612303637625483
gene_2525,0.572503110617042,-1.97218660861774,0.0612379030330537
gene_2526,6.45103453810206,1.02617076874456,0.0613399464862074
gene_2527,2.76130179312017,2.33180372337268,0.0613399464862074
gene_2528,2.18984541030032,1.55030413629761,0.061394609368528
gene_2529,1.44336138652744,-1.83862367590711,0.0614421796709498
gene_2530,3.90100730897052,-0.898872203143362,0.0614421796709498
gene_2531,-1.82493201487846,2.97851327726209,0.0614421796709498
gene_2532,5.62232386673837,1.1450563086177,0.0614421796709498
gene_2533,2.58439832111777,-1.07476123850349,0.061464687084049
gene_2534,-1.35992069702417,2.58175685279301,0.0617000539518803
gene_2535,-0.27864409842761,2.57859117114469,0.0617192801947263
gene_2536,-2.79404350006487,2.33064425784034,0.0617469021694377
gene_2537,0.705928092575446,-2.03304669768966,0.0617469021694377
gene_2538,5.71745974534371,-0.951982921373768,0.0617627006602597
gene_2539,4.98289932847274,0.893901882135318,0.0620181553104892
gene_2540,-0.196928905660642,1.96543804486905,0.0620181553104892
gene_2541,1.57879471791743,1.22350691809938,0.0620181553104892
gene_2542,7.12476136236892,-1.74002619898421,0.0620181553104892
gene_2543,4.14646548854757,0.930234306398423,0.0622454708263601
gene_2544,4.87367072379946,0.851710824505739,0.0622660982325086
gene_2545,1.00735882970655,1.67522207464368,0.0624939867596324
gene_2546,3.69000330394785,-1.0795998098486,0.0625353516158122
gene_2547,-0.152779748486296,-1.53648855157604,0.0625487814065244
gene_2548,3.69027394001841,1.68751852036714,0.0625803722042568
gene_2549,-1.29959980595759,-2.54897454884016,0.0626173084688215
gene_2550,2.2979372664067,-1.10040566010893,0.0626409529420979
gene_2551,3.93726955223907,1.35518392985231,0.0627372851219024
gene_2552,0.692852195208501,1.88032675716048,0.0627621363118883
gene_2553,2.79563526997516,-1.02175596636431,0.0630165851900618
gene_2554,6.56632274490093,0.886368522608445,0.0630502011323576
gene_2555,6.10434725781387,0.874565507959103,0.0630502011323576
gene_2556,3.36035887751435,2.81813972982647,0.0631080917037578
gene_2557,3.5311619674535,-1.00284917838124,0.0632206211191227
gene_2558,-0.909245484873975,2.10172144358832,0.0632206211191227
gene_2559,-2.21415224807463,-3.07201376887567,0.0632206211191227
gene_2560,7.49468384663054,0.871752444238577,0.0632338353560311
gene_2561,4.69410844876007,1.4216420779973,0.0632338353560311
gene_2562,3.43720728038181,-1.072154296992,0.0635143963672382
gene_2563,4.55674922231108,-1.00808900007614,0.0635951690794867
gene_2564,-1.69001061431779,3.6684483783681,0.0636311492519361
gene_2565,2.88610220390177,-1.13871119563747,0.0636311492519361
gene_2566,4.21367426315939,0.920420921259543,0.0637974024842154
gene_2567,3.68374299510883,-1.39901486223117,0.0637974024842154
gene_2568,7.19156921605781,0.798218182910285,0.0639430809581549
gene_2569,7.02855326942467,0.849640565755389,0.0640447885751633
gene_2570,6.09851406511376,1.29426150951835,0.0640447885751633
gene_2571,-2.67631340129765,-3.1708556212014,0.0640918626270888
gene_2572,4.5065177327289,-0.829582646254104,0.0641768653155251
gene_2573,2.08543998160821,-2.09953723951774,0.0641768653155251
gene_2574,6.99861242895074,0.802146140312373,0.0642440476337526
gene_2575,1.29690565518838,-2.76643174652495,0.0644259481327416
gene_2576,0.744970532958749,1.61455395472543,0.0644259481327416
gene_2577,-2.61906546771725,-3.29759014245713,0.0644844292672144
gene_2578,4.13811566828626,-0.931226950237769,0.0644844292672144
gene_2579,4.43101602624971,-1.04239875942901,0.0645079558523224
